-1.4842008955044532,Eigenvalue 57
-1.4777184320153387,Eigenvalue 58
-1.4765116958328224,Eigenvalue 59
-1.459369432496971,Eigenvalue 60
-1.44566767637691,Eigenvalue 61
-1.4401483492606408,Eigenvalue 62
-1.4306257817555705,Eigenvalue 63
-1.422557617832794,Eigenvalue 64
-1.4109708216837136,Eigenvalue 65
-1.4085451641659261,Eigenvalue 66
-1.3997941391675082,Eigenvalue 67
-1.3849637209231755,Eigenvalue 68
-1.3802910124500731,Eigenvalue 69
-1.372353650062104,Eigenvalue 70
-1.3632305471619979,Eigenvalue 71
-1.348830050818039,Eigenvalue 72
-1.3538767325413215,Eigenvalue 73
-0.38152736911476576,Eigenvalue 74
-0.388633596728986,Eigenvalue 75
-0.39881247719073243,Eigenvalue 76
-0.40538354491262446,Eigenvalue 77
-0.4089866956340029,Eigenvalue 78
-0.4154632745288716,Eigenvalue 79
-0.41976312270363547,Eigenvalue 80
-1.3350212750148602,Eigenvalue 81
-1.330817478070873,Eigenvalue 82
-1.328423325911268,Eigenvalue 83
-1.3234514050986403,Eigenvalue 84
-1.3186638021789572,Eigenvalue 85
-1.3152491052216695,Eigenvalue 86
-1.311130189430064,Eigenvalue 87
-1.305257623392497,Eigenvalue 88
-1.2907028818862207,Eigenvalue 89
-1.2864702702917896,Eigenvalue 90
-1.2819131766270038,Eigenvalue 91
-1.272871313322315,Eigenvalue 92
-1.2695559083845616,Eigenvalue 93
-1.2648484471685297,Eigenvalue 94
-1.2562695185556945,Eigenvalue 95
-1.253497584433525,Eigenvalue 96
-1.247459891845882,Eigenvalue 97
-1.2447244261962842,Eigenvalue 98
-1.2366372708345104,Eigenvalue 99
-1.231251165222871,Eigenvalue 100
-1.2244953332259259,Eigenvalue 101
-1.223569678153076,Eigenvalue 102
-1.2169899858348714,Eigenvalue 103
-1.2108060143873414,Eigenvalue 104
-1.2077852465745798,Eigenvalue 105
-1.1997756607619618,Eigenvalue 106
-1.1903875961237298,Eigenvalue 107
-1.1958927399985118,Eigenvalue 108
-1.1934755671517767,Eigenvalue 109
-0.4237826671558767,Eigenvalue 110
-0.43891290781576014,Eigenvalue 111
-0.44125408667772986,Eigenvalue 112
-0.44645722332428184,Eigenvalue 113
-0.4483765570217299,Eigenvalue 114
-0.4518604323519465,Eigenvalue 115
-0.4577549196576516,Eigenvalue 116
-1.1864674756063425,Eigenvalue 117
-1.1834303889101732,Eigenvalue 118
-1.1801012122032801,Eigenvalue 119
-1.1763966612265055,Eigenvalue 120
-1.1692822255056974,Eigenvalue 121
-1.1322641079137687,Eigenvalue 122
-1.133603947951744,Eigenvalue 123
-1.1659246943676675,Eigenvalue 124
-1.1635435619970929,Eigenvalue 125
-1.1609792571686903,Eigenvalue 126
-1.156864752944906,Eigenvalue 127
-1.1553575108203789,Eigenvalue 128
-1.1527268523028626,Eigenvalue 129
-1.1384254504514666,Eigenvalue 130
-1.1463963767039378,Eigenvalue 131
-1.1446422896051933,Eigenvalue 132
-0.4595334946975862,Eigenvalue 133
-0.4619533810482473,Eigenvalue 134
-0.4667085661784999,Eigenvalue 135
-0.4701161945753567,Eigenvalue 136
-0.4734933622369693,Eigenvalue 137
-0.47938078811599366,Eigenvalue 138
-0.47795835758388094,Eigenvalue 139
-0.47589051027103096,Eigenvalue 140
-1.129413686963863,Eigenvalue 141
-1.1239435963338804,Eigenvalue 142
-1.1204075666251359,Eigenvalue 143
-1.0977068841101558,Eigenvalue 144
-1.1003626055193771,Eigenvalue 145
-1.1179411848726806,Eigenvalue 146
-1.1060117094698678,Eigenvalue 147
-1.1087051671202437,Eigenvalue 148
-1.1117051219708536,Eigenvalue 149
-1.1137494301547477,Eigenvalue 150
-0.48258119043007264,Eigenvalue 151
-0.4843422245130012,Eigenvalue 152
-0.48690182645669416,Eigenvalue 153
-0.48882541189010636,Eigenvalue 154
-0.49061282297212505,Eigenvalue 155
-0.49637027286381447,Eigenvalue 156
-0.4952900771248049,Eigenvalue 157
-0.4928954211772287,Eigenvalue 158
-1.0908539790768137,Eigenvalue 159
-1.0791600566971802,Eigenvalue 160
-1.0810364092876217,Eigenvalue 161
-1.0865999343678858,Eigenvalue 162
-1.083932612554189,Eigenvalue 163
-0.5066355026386737,Eigenvalue 164
-0.5036515446119001,Eigenvalue 165
-0.5008624676926008,Eigenvalue 166
-0.5005314972169459,Eigenvalue 167
-1.0740937939483508,Eigenvalue 168
-1.0620287574765772,Eigenvalue 169
-1.0646439454559502,Eigenvalue 170
-1.0676942739415105,Eigenvalue 171
-1.0689332123285908,Eigenvalue 172
-0.5166206021845531,Eigenvalue 173
-0.5126005022091715,Eigenvalue 174
-0.5111340457393951,Eigenvalue 175
-0.5089236069474911,Eigenvalue 176
-0.5096721404468672,Eigenvalue 177
-1.0496429789359476,Eigenvalue 178
-1.0515283868569285,Eigenvalue 179
-1.0544038643128473,Eigenvalue 180
-1.0565765508578657,Eigenvalue 181
-1.0578346861802117,Eigenvalue 182
-1.0637691327001908,Eigenvalue 183
-0.5246618032888342,Eigenvalue 184
-0.5219906223467166,Eigenvalue 185
-0.5227280793419079,Eigenvalue 186
-1.0465607375173132,Eigenvalue 187
-1.0440055172469225,Eigenvalue 188
-1.036156851383861,Eigenvalue 189
-1.0376369637281688,Eigenvalue 190
-1.0398803070307243,Eigenvalue 191
-0.5264485843306548,Eigenvalue 192
-0.5279842073334217,Eigenvalue 193
-0.5304085878463237,Eigenvalue 194
-0.533288865912937,Eigenvalue 195
-0.5347939579893046,Eigenvalue 196
-1.023080364730849,Eigenvalue 197
-1.03342277364494,Eigenvalue 198
-1.0278236474823923,Eigenvalue 199
-1.029657510123943,Eigenvalue 200
-0.5361076200006191,Eigenvalue 201
-0.5400533563566124,Eigenvalue 202
-0.5423912820827077,Eigenvalue 203
-0.5414873362140736,Eigenvalue 204
-1.0209137416427685,Eigenvalue 205
-1.0197763666711943,Eigenvalue 206
-1.0065943140028102,Eigenvalue 207
-1.0080474242473134,Eigenvalue 208
-1.0158453119572544,Eigenvalue 209
-1.015158137063854,Eigenvalue 210
-1.013221209699373,Eigenvalue 211
-1.001421620236053,Eigenvalue 212
-1.0000109733186133,Eigenvalue 213
-0.996913468772314,Eigenvalue 214
-0.9939281676773696,Eigenvalue 215
-0.991987528528486,Eigenvalue 216
-0.989203147457097,Eigenvalue 217
-0.5454549065560635,Eigenvalue 218
-0.5460358157479241,Eigenvalue 219
-0.5482426062290248,Eigenvalue 220
-0.5496421915097515,Eigenvalue 221
-0.551240913295588,Eigenvalue 222
-0.5549447670869512,Eigenvalue 223
-0.556916496025522,Eigenvalue 224
-0.5585628710786394,Eigenvalue 225
-0.553965833200583,Eigenvalue 226
-0.561084527868593,Eigenvalue 227
-0.5607311912589588,Eigenvalue 228
-0.5644309438570883,Eigenvalue 229
-0.5682139556370511,Eigenvalue 230
-0.5687259260647198,Eigenvalue 231
-0.5750417195413973,Eigenvalue 232
-0.5720672149912563,Eigenvalue 233
-0.5706469845589075,Eigenvalue 234
-0.5702321259896367,Eigenvalue 235
-0.9870537308434936,Eigenvalue 236
-0.9828326591796192,Eigenvalue 237
-0.9813319087707022,Eigenvalue 238
-0.9775491664009006,Eigenvalue 239
-0.9793561163601416,Eigenvalue 240
-0.9729960965195045,Eigenvalue 241
-0.9642346929550514,Eigenvalue 242
-0.9663972789234216,Eigenvalue 243
-0.9688537192627984,Eigenvalue 244
-0.969836856894288,Eigenvalue 245
-0.9697994860180266,Eigenvalue 246
-0.9602588605591132,Eigenvalue 247
-0.9596524887924013,Eigenvalue 248
-0.9581478022715855,Eigenvalue 249
-0.9554141313738795,Eigenvalue 250
-0.9321944652422488,Eigenvalue 251
-0.9348333254630038,Eigenvalue 252
-0.9368677776247628,Eigenvalue 253
-0.952724786890131,Eigenvalue 254
-0.9494740719101745,Eigenvalue 255
-0.9425809749619868,Eigenvalue 256
-0.9469438394297507,Eigenvalue 257
-0.9438968461202579,Eigenvalue 258
-0.9454444425013712,Eigenvalue 259
-0.5772782619325184,Eigenvalue 260
-0.578842114534011,Eigenvalue 261
-0.5818650192283702,Eigenvalue 262
-0.5978758860023912,Eigenvalue 263
-0.598516117508501,Eigenvalue 264
-0.5846008290434025,Eigenvalue 265
-0.5840162663512976,Eigenvalue 266
-0.5954955150259686,Eigenvalue 267
-0.5947263135273457,Eigenvalue 268
-0.5864615378398732,Eigenvalue 269
-0.5916431338071396,Eigenvalue 270
-0.5883423786710489,Eigenvalue 271
-0.5908540768002357,Eigenvalue 272
-0.589458343840219,Eigenvalue 273
-0.6016996131625362,Eigenvalue 274
-0.6030296189997694,Eigenvalue 275
-0.6060597348311069,Eigenvalue 276
-0.9250903073870035,Eigenvalue 277
-0.9294917640488507,Eigenvalue 278
-0.9273154795286009,Eigenvalue 279
-0.9278414986225249,Eigenvalue 280
-0.922943015664617,Eigenvalue 281
-0.9221835774473264,Eigenvalue 282
-0.9202642279769604,Eigenvalue 283
-0.916436760247293,Eigenvalue 284
-0.915040988972132,Eigenvalue 285
-0.6053394667995717,Eigenvalue 286
-0.6078013241386578,Eigenvalue 287
-0.611591429949769,Eigenvalue 288
-0.6145090462509691,Eigenvalue 289
-0.6134415722241011,Eigenvalue 290
-0.9142047135195608,Eigenvalue 291
-0.9124574767551511,Eigenvalue 292
-0.9105856492977692,Eigenvalue 293
-0.9095248646366009,Eigenvalue 294
-0.9064290207261326,Eigenvalue 295
-0.9055319003573645,Eigenvalue 296
-0.9023508214114493,Eigenvalue 297
-0.8988883735631484,Eigenvalue 298
-0.8977777310930892,Eigenvalue 299
-0.8927313058793451,Eigenvalue 300
-0.8914320689017329,Eigenvalue 301
-0.6157189896016037,Eigenvalue 302
-0.6174694694335342,Eigenvalue 303
-0.6200627916335044,Eigenvalue 304
-0.6212619430466216,Eigenvalue 305
-0.6229530739105047,Eigenvalue 306
-0.6239544520062305,Eigenvalue 307
-0.6258496079356559,Eigenvalue 308
-0.6269429735866736,Eigenvalue 309
-0.6284964616470434,Eigenvalue 310
-0.6292084066144117,Eigenvalue 311
-0.6310112052156758,Eigenvalue 312
-0.6325921983970456,Eigenvalue 313
-0.6335248454099798,Eigenvalue 314
-0.6364134177641249,Eigenvalue 315
-0.6526192310202772,Eigenvalue 316
-0.6502841146747717,Eigenvalue 317
-0.6496572277749431,Eigenvalue 318
-0.6377317307957042,Eigenvalue 319
-0.6466712795599364,Eigenvalue 320
-0.6454095876753616,Eigenvalue 321
-0.6433141503224964,Eigenvalue 322
-0.6414812059466658,Eigenvalue 323
-0.6401231550205284,Eigenvalue 324
-0.6404877842009155,Eigenvalue 325
-0.8895105250480573,Eigenvalue 326
-0.8845478539123341,Eigenvalue 327
-0.885925170675332,Eigenvalue 328
-0.8861709764038679,Eigenvalue 329
-0.8804784456013418,Eigenvalue 330
-0.86297642907563,Eigenvalue 331
-0.8622273227977431,Eigenvalue 332
-0.8649928859917954,Eigenvalue 333
-0.879546489462533,Eigenvalue 334
-0.8672170485112418,Eigenvalue 335
-0.8698343957462232,Eigenvalue 336
-0.870392331156852,Eigenvalue 337
-0.8725328239555603,Eigenvalue 338
-0.8773606734318667,Eigenvalue 339
-0.8762193088253464,Eigenvalue 340
-0.8751425559560412,Eigenvalue 341
-0.8558671629155675,Eigenvalue 342
-0.8598797336717227,Eigenvalue 343
-0.8581124736749626,Eigenvalue 344
-0.6598420618771184,Eigenvalue 345
-0.6574242733583565,Eigenvalue 346
-0.6552046468811703,Eigenvalue 347
-0.6551402358814743,Eigenvalue 348
-0.6616346756774183,Eigenvalue 349
-0.6631265450931919,Eigenvalue 350
-0.6637390651874366,Eigenvalue 351
-0.6651128308149848,Eigenvalue 352
-0.6666756073131909,Eigenvalue 353
-0.6673507531688939,Eigenvalue 354
-0.8336797987572605,Eigenvalue 355
-0.8360582310629513,Eigenvalue 356
-0.8377919462856322,Eigenvalue 357
-0.8414334391736042,Eigenvalue 358
-0.8502828524209383,Eigenvalue 359
-0.8484216714016654,Eigenvalue 360
-0.8460304114449095,Eigenvalue 361
-0.8450217056497963,Eigenvalue 362
-0.8526302199894181,Eigenvalue 363
-0.8425335703300957,Eigenvalue 364
-0.8530357805140211,Eigenvalue 365
-0.6739253607660566,Eigenvalue 366
-0.6735265407802221,Eigenvalue 367
-0.6680949212613706,Eigenvalue 368
-0.6778350353375223,Eigenvalue 369
-0.6784973641298474,Eigenvalue 370
-0.6793487288945134,Eigenvalue 371
-0.6814137965524962,Eigenvalue 372
-0.6820661996573159,Eigenvalue 373
-0.6840406946130552,Eigenvalue 374
-0.6863490340753142,Eigenvalue 375
-0.6880502272996295,Eigenvalue 376
-0.8313531177719677,Eigenvalue 377
-0.828514801400837,Eigenvalue 378
-0.8296065537793632,Eigenvalue 379
-0.8266240199234184,Eigenvalue 380
-0.8246796408879556,Eigenvalue 381
-0.8234465080665948,Eigenvalue 382
-0.8218625341090048,Eigenvalue 383
-0.8203553605364374,Eigenvalue 384
-0.8175931246738414,Eigenvalue 385
-0.815687104610297,Eigenvalue 386
-0.8061823956796972,Eigenvalue 387
-0.807092031907037,Eigenvalue 388
-0.8100022998364074,Eigenvalue 389
-0.8133568197572045,Eigenvalue 390
-0.8134987799977107,Eigenvalue 391
-0.8015873621960389,Eigenvalue 392
-0.8004045035283971,Eigenvalue 393
-0.7962051632220122,Eigenvalue 394
-0.7946946573440561,Eigenvalue 395
-0.792895811402359,Eigenvalue 396
-0.6834387155651095,Eigenvalue 397
-0.7872779043453614,Eigenvalue 398
-0.7893830457881877,Eigenvalue 399
-0.7850900938712091,Eigenvalue 400
-0.7773611473753619,Eigenvalue 401
-0.7744309533659729,Eigenvalue 402
-0.691500970830352,Eigenvalue 403
-0.693257038427241,Eigenvalue 404
-0.6954174162262394,Eigenvalue 405
-0.6964998978308511,Eigenvalue 406
-0.7557174062874488,Eigenvalue 407
-0.7527985152448412,Eigenvalue 408
-0.6985713145509876,Eigenvalue 409
-0.7021843767713131,Eigenvalue 410
-0.7029154142958286,Eigenvalue 411
-0.7508301785502677,Eigenvalue 412
-0.7068292254811986,Eigenvalue 413
-0.7100979012430059,Eigenvalue 414
-0.7109527265326326,Eigenvalue 415
-0.7260056937431141,Eigenvalue 416
-0.7234986645356385,Eigenvalue 417
-0.7296560125415149,Eigenvalue 418
-0.7312979051452129,Eigenvalue 419
-0.7130135727168072,Eigenvalue 420
-0.7205432795647491,Eigenvalue 421
-0.7210809767808665,Eigenvalue 422
-0.7155745261317177,Eigenvalue 423
-0.7176118102919656,Eigenvalue 424
-0.6889009463277738,Eigenvalue 425
-0.6894459084846705,Eigenvalue 426
-0.7045937516900367,Eigenvalue 427
-0.79722644964618,Eigenvalue 428
-0.7986590318612061,Eigenvalue 429
-0.7898681774201904,Eigenvalue 430
-0.7800161325192713,Eigenvalue 431
-0.7821603537540097,Eigenvalue 432
-0.7468070348365816,Eigenvalue 433
-0.7405927584873189,Eigenvalue 434
-0.7713699180376261,Eigenvalue 435
-0.7724612897597943,Eigenvalue 436
-0.7693300047419963,Eigenvalue 437
-0.7674275526137931,Eigenvalue 438
-0.7587446557426382,Eigenvalue 439
-0.7605930068214968,Eigenvalue 440
-0.7624897228714822,Eigenvalue 441
-0.7649768296282586,Eigenvalue 442
-0.7631128737130464,Eigenvalue 443
-0.7424342773388113,Eigenvalue 444
-0.7281441197560037,Eigenvalue 445
-0.7379913179813807,Eigenvalue 446
-0.7363125137875609,Eigenvalue 447
-0.7340729288035025,Eigenvalue 448
-0.7337333179675694,Eigenvalue 449
-0.7372318780943217,Eigenvalue 450
-0.7687759382299056,Eigenvalue 451
-0.8108275231966423,Eigenvalue 452
-0.7005899623115434,Eigenvalue 453
-0.7143329084829014,Eigenvalue 454
-0.750034195705458,Eigenvalue 455
-0.8104861250442447,Eigenvalue 456
-0.6971755613900541,Eigenvalue 457
-0.7088609455261775,Eigenvalue 458
-0.779385954206735,Eigenvalue 459
-0.7168653977433678,Eigenvalue 460
-0.7597895486846836,Eigenvalue 461
-0.7451916356700645,Eigenvalue 462
-0.7446469946936787,Eigenvalue 463
-0.743801045354256,Eigenvalue 464
-0.7823681652102492,Eigenvalue 465
