0,523.020992596143
1,-23.82148023211679
2,-17.853205303995573
3,-10.592860576883105
4,-9.19587966621162
5,-6.773957692954881
6,-6.145857241739491
7,-5.511387555130632
8,-4.8853947766874795
9,-4.516825453842759
10,-4.163913527124253
11,-3.9502542481900025
12,-3.5053679968831544
13,-3.2715459556104336
14,-2.8365103312100772
15,-2.759855792720149
16,-2.6743805824324944
17,-2.6572940430820946
18,-2.527250698195063
19,-2.4504607652840824
20,-2.3214062542459364
21,-2.288700162067601
22,-2.208374904299999
23,-2.179198199619325
24,-2.1422605737205638
25,-2.077786763415329
26,-2.0289895810350935
27,-1.9963213181639532
28,-1.9508857220052789
29,-1.944166716849514
30,-1.9188876395988752
31,-1.9021126465833722
32,-0.11012351589027806
33,-1.8587479038209744
34,-1.8397504362146198
35,-1.814151006765902
36,-0.22277963142022303
37,-1.752568166320212
38,-1.7456437809339622
39,-1.717804856468325
40,-1.697527392588921
41,-1.6743007329925972
42,-1.667118240206584
43,-1.6530744478923087
44,-1.641106715550109
45,-1.6280911671514438
46,-1.6194267864175709
47,-1.6031082313675655
48,-1.5827321289111822
49,-1.5747503330574388
50,-1.5622508944598603
51,-1.534708424747921
52,-1.5277163612320739
53,-1.5204468396720492
54,-1.5142372418295813
55,-1.4912477426023254
56,-1.4842008955044532
57,-1.4777184320153387
58,-1.4765116958328224
59,-1.459369432496971
60,-1.44566767637691
61,-1.4401483492606408
62,-1.4306257817555705
63,-1.422557617832794
64,-1.4109708216837136
65,-1.4085451641659261
66,-1.3997941391675082
67,-1.3849637209231755
68,-1.3802910124500731
69,-1.372353650062104
70,-1.3632305471619979
71,-1.348830050818039
72,-1.3538767325413215
73,-0.38152736911476576
74,-0.388633596728986
75,-0.39881247719073243
76,-0.40538354491262446
77,-0.4089866956340029
78,-0.4154632745288716
79,-0.41976312270363547
80,-1.3350212750148602
81,-1.330817478070873
82,-1.328423325911268
83,-1.3234514050986403
84,-1.3186638021789572
85,-1.3152491052216695
86,-1.311130189430064
87,-1.305257623392497
88,-1.2907028818862207
89,-1.2864702702917896
90,-1.2819131766270038
91,-1.272871313322315
92,-1.2695559083845616
93,-1.2648484471685297
94,-1.2562695185556945
95,-1.253497584433525
96,-1.247459891845882
97,-1.2447244261962842
98,-1.2366372708345104
99,-1.231251165222871
100,-1.2244953332259259
101,-1.223569678153076
102,-1.2169899858348714
103,-1.2108060143873414
104,-1.2077852465745798
105,-1.1997756607619618
106,-1.1903875961237298
107,-1.1958927399985118
108,-1.1934755671517767
109,-0.4237826671558767
110,-0.43891290781576014
111,-0.44125408667772986
112,-0.44645722332428184
113,-0.4483765570217299
114,-0.4518604323519465
115,-0.4577549196576516
116,-1.1864674756063425
117,-1.1834303889101732
118,-1.1801012122032801
119,-1.1763966612265055
120,-1.1692822255056974
121,-1.1322641079137687
122,-1.133603947951744
123,-1.1659246943676675
124,-1.1635435619970929
125,-1.1609792571686903
126,-1.156864752944906
127,-1.1553575108203789
128,-1.1527268523028626
129,-1.1384254504514666
130,-1.1463963767039378
131,-1.1446422896051933
132,-0.4595334946975862
133,-0.4619533810482473
134,-0.4667085661784999
135,-0.4701161945753567
136,-0.4734933622369693
137,-0.47938078811599366
138,-0.47795835758388094
139,-0.47589051027103096
140,-1.129413686963863
141,-1.1239435963338804
142,-1.1204075666251359
143,-1.0977068841101558
144,-1.1003626055193771
145,-1.1179411848726806
146,-1.1060117094698678
147,-1.1087051671202437
148,-1.1117051219708536
149,-1.1137494301547477
150,-0.48258119043007264
151,-0.4843422245130012
152,-0.48690182645669416
153,-0.48882541189010636
154,-0.49061282297212505
155,-0.49637027286381447
156,-0.4952900771248049
157,-0.4928954211772287
158,-1.0908539790768137
159,-1.0791600566971802
160,-1.0810364092876217
161,-1.0865999343678858
162,-1.083932612554189
163,-0.5066355026386737
164,-0.5036515446119001
165,-0.5008624676926008
166,-0.5005314972169459
167,-1.0740937939483508
168,-1.0620287574765772
169,-1.0646439454559502
170,-1.0676942739415105
171,-1.0689332123285908
172,-0.5166206021845531
173,-0.5126005022091715
174,-0.5111340457393951
175,-0.5089236069474911
176,-0.5096721404468672
177,-1.0496429789359476
178,-1.0515283868569285
179,-1.0544038643128473
180,-1.0565765508578657
181,-1.0578346861802117
182,-1.0637691327001908
183,-0.5246618032888342
184,-0.5219906223467166
185,-0.5227280793419079
186,-1.0465607375173132
187,-1.0440055172469225
188,-1.036156851383861
189,-1.0376369637281688
190,-1.0398803070307243
191,-0.5264485843306548
192,-0.5279842073334217
193,-0.5304085878463237
194,-0.533288865912937
195,-0.5347939579893046
196,-1.023080364730849
197,-1.03342277364494
198,-1.0278236474823923
199,-1.029657510123943
200,-0.5361076200006191
201,-0.5400533563566124
202,-0.5423912820827077
203,-0.5414873362140736
204,-1.0209137416427685
205,-1.0197763666711943
206,-1.0065943140028102
207,-1.0080474242473134
208,-1.0158453119572544
209,-1.015158137063854
210,-1.013221209699373
211,-1.001421620236053
212,-1.0000109733186133
213,-0.996913468772314
214,-0.9939281676773696
215,-0.991987528528486
216,-0.989203147457097
217,-0.5454549065560635
218,-0.5460358157479241
219,-0.5482426062290248
220,-0.5496421915097515
221,-0.551240913295588
222,-0.5549447670869512
223,-0.556916496025522
224,-0.5585628710786394
225,-0.553965833200583
226,-0.561084527868593
227,-0.5607311912589588
228,-0.5644309438570883
229,-0.5682139556370511
230,-0.5687259260647198
231,-0.5750417195413973
232,-0.5720672149912563
233,-0.5706469845589075
234,-0.5702321259896367
235,-0.9870537308434936
236,-0.9828326591796192
237,-0.9813319087707022
238,-0.9775491664009006
239,-0.9793561163601416
240,-0.9729960965195045
241,-0.9642346929550514
242,-0.9663972789234216
243,-0.9688537192627984
244,-0.969836856894288
245,-0.9697994860180266
246,-0.9602588605591132
247,-0.9596524887924013
248,-0.9581478022715855
249,-0.9554141313738795
250,-0.9321944652422488
251,-0.9348333254630038
252,-0.9368677776247628
253,-0.952724786890131
254,-0.9494740719101745
255,-0.9425809749619868
256,-0.9469438394297507
257,-0.9438968461202579
258,-0.9454444425013712
259,-0.5772782619325184
260,-0.578842114534011
261,-0.5818650192283702
262,-0.5978758860023912
263,-0.598516117508501
264,-0.5846008290434025
265,-0.5840162663512976
266,-0.5954955150259686
267,-0.5947263135273457
268,-0.5864615378398732
269,-0.5916431338071396
270,-0.5883423786710489
271,-0.5908540768002357
272,-0.589458343840219
273,-0.6016996131625362
274,-0.6030296189997694
275,-0.6060597348311069
276,-0.9250903073870035
277,-0.9294917640488507
278,-0.9273154795286009
279,-0.9278414986225249
280,-0.922943015664617
281,-0.9221835774473264
282,-0.9202642279769604
283,-0.916436760247293
284,-0.915040988972132
285,-0.6053394667995717
286,-0.6078013241386578
287,-0.611591429949769
288,-0.6145090462509691
289,-0.6134415722241011
290,-0.9142047135195608
291,-0.9124574767551511
292,-0.9105856492977692
293,-0.9095248646366009
294,-0.9064290207261326
295,-0.9055319003573645
296,-0.9023508214114493
297,-0.8988883735631484
298,-0.8977777310930892
299,-0.8927313058793451
300,-0.8914320689017329
301,-0.6157189896016037
302,-0.6174694694335342
303,-0.6200627916335044
304,-0.6212619430466216
305,-0.6229530739105047
306,-0.6239544520062305
307,-0.6258496079356559
308,-0.6269429735866736
309,-0.6284964616470434
310,-0.6292084066144117
311,-0.6310112052156758
312,-0.6325921983970456
313,-0.6335248454099798
314,-0.6364134177641249
315,-0.6526192310202772
316,-0.6502841146747717
317,-0.6496572277749431
318,-0.6377317307957042
